(title "Radial Velocity")
(labels "Position" "Radial Velocity")

((xy/key/label "line-65")
0.89	0
0.888801	-0.0313593
0.887601	-0.031416
0.886401	-0.0314154
0.885202	-0.0314147
0.884003	-0.0314139
0.882803	-0.0314131
0.881603	-0.0314123
0.880404	-0.0314114
0.879205	-0.0314106
0.878005	-0.0314097
0.876806	-0.0314088
0.875606	-0.0314079
0.874407	-0.0314069
0.873207	-0.031406
0.872008	-0.031405
0.870808	-0.0314041
0.869609	-0.0314031
0.868409	-0.0314021
0.86721	-0.0314011
0.86601	-0.0314001
0.864811	-0.0313991
0.863611	-0.0313981
0.862412	-0.0313972
0.861212	-0.0313962
0.860013	-0.0313952
0.858813	-0.0313942
0.857614	-0.0313933
0.856414	-0.0313923
0.855215	-0.0313914
0.854015	-0.0313905
0.852816	-0.0313896
0.851616	-0.0313887
0.850417	-0.0313879
0.849217	-0.0313871
0.848018	-0.0313863
0.846818	-0.0313855
0.845619	-0.0313848
0.844419	-0.0313841
0.84322	-0.0313835
0.84202	-0.0313828
0.840821	-0.0313823
0.839621	-0.0313817
0.838422	-0.0313812
0.837222	-0.0313807
0.836023	-0.0313803
0.834823	-0.0313799
0.833624	-0.0313796
0.832424	-0.0313793
0.831225	-0.031379
0.830025	-0.0313788
0.828826	-0.0313786
0.827626	-0.0313785
0.826427	-0.0313784
0.825227	-0.0313784
0.824028	-0.0313784
0.822828	-0.0313784
0.821629	-0.0313785
0.820429	-0.0313787
0.81923	-0.0313789
0.81803	-0.0313791
0.816831	-0.0313794
0.815631	-0.0313797
0.814432	-0.0313801
0.813232	-0.0313805
0.812033	-0.031381
0.810833	-0.0313815
0.809634	-0.031382
0.808434	-0.0313826
0.807235	-0.0313833
0.806035	-0.031384
0.804836	-0.0313847
0.803636	-0.0313855
0.802437	-0.0313863
0.801237	-0.0313872
0.800038	-0.0313881
0.798838	-0.031389
0.797639	-0.03139
0.796439	-0.031391
0.79524	-0.0313921
0.79404	-0.0313932
0.792841	-0.0313944
0.791641	-0.0313956
0.790442	-0.0313969
0.789242	-0.0313981
0.788043	-0.0313995
0.786843	-0.0314009
0.785644	-0.0314023
0.784444	-0.0314037
0.783245	-0.0314052
0.782045	-0.0314067
0.780846	-0.0314083
0.779646	-0.0314099
0.778447	-0.0314116
0.777247	-0.0314133
0.776048	-0.031415
0.774848	-0.0314168
0.773649	-0.0314186
0.772449	-0.0314205
0.77125	-0.0314224
0.77005	-0.0314243
0.768851	-0.0314263
0.767651	-0.0314283
0.766452	-0.0314303
0.765252	-0.0314324
0.764053	-0.0314346
0.762853	-0.0314367
0.761654	-0.0314389
0.760454	-0.0314412
0.759255	-0.0314435
0.758055	-0.0314458
0.756856	-0.0314481
0.755656	-0.0314505
0.754457	-0.031453
0.753257	-0.0314555
0.752058	-0.031458
0.750858	-0.0314605
0.749659	-0.0314631
0.748459	-0.0314657
0.74726	-0.0314684
0.74606	-0.0314711
0.744861	-0.0314738
0.743661	-0.0314766
